term_id	annotation_genes	my_method	dhac
73680	['837265', '838151', '841447', '816936', '818903', '820775', '822055', '824937', '827001', '831122', '835375']	[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]	[33]
52341	['837974', '816270', '816545', '817221', '817499', '818731', '819107', '820741', '828489', '833471', '835355']	[13, 14, 15, 16, 17, 18, 19, 20, 21, 22]	[16, 17]
474	['837265', '837778', '838151', '838364', '839869', '841652', '842985', '844264', '816546', '817272', '817646', '818069', '818672', '820211', '821840', '822266', '824699', '824937', '825208', '827001', '827830', '831832', '831122', '832057', '832136', '834212', '835375', '835398']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[3, 4]
475	['837265', '837778', '838151', '838364', '839869', '841652', '842985', '844264', '816546', '817272', '817646', '818069', '818672', '820211', '822266', '824699', '824937', '825208', '827001', '827727', '827830', '831832', '831122', '832057', '832136', '834212', '835375', '835398']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[3, 4]
1135	['843596', '843810', '817646', '825714', '831151', '831377', '833979']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]	[0, 1, 2, 3, 4, 5]
46456	['837974', '816545', '817221', '817499', '818731', '819107', '820741', '828489', '3770591', '833471']	[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]	[15, 16, 17]
188827	['839392', '837040', '839642', '841920', '844283', '816651', '818300', '818633', '824524', '831910', '836393']	[49, 50, 51, 52]	[49]
349	['837265', '837778', '838151', '838364', '839869', '841652', '842985', '843048', '844264', '844343', '816546', '817272', '817646', '818069', '818672', '820211', '822266', '824699', '824937', '825208', '825714', '827001', '827727', '831861', '831832', '831122', '831377', '832057', '832136', '834212', '835375', '835398']	[0, 1, 2, 3, 4, 5, 6, 7, 8]	[3, 4]
3821	['839433', '839566', '837265', '837778', '837974', '837996', '838151', '838364', '839869', '841534', '841558', '841652', '841843', '842103', '842985', '843048', '843095', '843596', '843810', '843903', '844264', '844343', '816270', '816545', '816546', '817221', '817272', '817499', '817646', '818069', '818343', '818672', '820041', '820211', '821840', '822266', '822517', '824699', '824937', '824970', '825208', '825714', '826914', '827001', '827307', '827727', '827830', '829730', '829995', '830101', '831861', '831832', '831122', '831151', '831377', '831472', '832057', '832070', '832136', '832247', '833979', '834212', '834232', '835320', '835375', '836043']	[2, 3, 4]	[3]
41502	['837974', '816545', '817221', '818731', '828489', '833471']	[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]	[15, 16, 17, 21]
112770	['841447', '818903', '824970', '826914', '827001', '829995', '831122', '831472', '831528']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[29]
112800	['837265', '841447', '818903', '826914', '827001', '829995', '831122', '831472', '831528']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[29]
476	['837265', '837778', '838151', '838364', '839869', '841652', '842985', '844264', '844343', '816546', '817272', '817646', '818069', '818672', '820211', '822266', '824699', '824937', '825208', '827001', '827727', '829730', '831832', '831122', '832057', '832136', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[3, 4]
60604	['837974', '839642', '816545', '823859', '3770591']	[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]	[26, 30, 32]
40869	['839433', '837974', '838455', '816545', '817221', '817499', '818731', '819107', '820741', '833471', '835355']	[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	[15, 16, 17]
46327	['837974', '816545', '817221', '817499', '818731', '819107', '820741', '828489', '3770591', '833471', '835355']	[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]	[15, 16, 17]
49282	['837265', '838151', '841447', '816768', '816936', '820775', '822055', '827001', '831122', '832247', '835375']	[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	[34]
32651	['837265', '838151', '816936', '820775', '822055', '824937', '827001', '831122', '832247', '835375']	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]	[33]
580	['838807', '841534', '841558', '842103', '843903', '822517', '824970', '826914', '827307', '829995', '830101', '831472', '832070', '836043']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	[3, 4]
99866	['841447', '816768', '816936', '818822', '826914', '831528', '832247']	[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[34]
56262	['818822', '826914', '829995', '831472', '831528', '832070']	[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[29, 35, 38, 39]
73571	['837265', '838151', '841447', '816936', '818903', '820775', '822055', '824937', '827001', '831122', '832247', '835375']	[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]	[33]
129465	['837265', '838079', '838151', '841447', '841652', '816546', '816936', '818822', '826914', '831528', '832247', '835375']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[34]
1014	['838807', '841558', '842103', '843903', '822517', '824970', '829995', '830101', '831472', '832070', '836043']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]	[3, 4]
485	['837265', '837778', '838151', '838364', '839869', '841652', '842985', '843048', '844264', '844343', '816546', '817272', '817646', '818069', '818672', '820211', '822266', '824699', '824937', '825208', '825714', '827001', '827727', '829730', '831832', '832057', '832136', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[3, 4]
924	['841843', '816270', '831861', '831151', '831377', '833979']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]	[0, 1, 2, 3, 4, 5, 11]
8316	['837265', '838151', '820775', '822055', '824937', '827001', '831122', '832247', '835375']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]	[33]
61824	['837974', '817221', '818599', '821143', '823859', '828489']	[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	[31, 38]
145793	['837974', '816270', '817221', '818599', '828489', '3770591', '831861', '832057']	[30, 31, 32, 33, 34, 35, 36, 37, 38, 39]	[32]
449	['837265', '838151', '838364', '839869', '841652', '816546', '818069', '818672', '820211', '821840', '824699', '824937', '825208', '826914', '827001', '827830', '829995', '830101', '831832', '831122', '834212', '835375', '835398']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[3, 4]
129251	['838079', '841447', '841652', '816768', '816936', '818822', '818899', '822055', '826914', '831528', '832247']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[34]
1091	['837778', '843596', '843810', '817646', '825714', '831151', '831377', '833979']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	[0, 1, 2, 3, 4, 5]
1218	['817272', '817646', '825714', '832057', '832136']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	[0, 1, 2, 3, 4]
48098	['837974', '816545', '817221', '828489', '3770591']	[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]	[15, 16, 17, 30, 32]
296	['839433', '837265', '837778', '838151', '838364', '839869', '841534', '841558', '841652', '841843', '842985', '843048', '843596', '843810', '843903', '844264', '844343', '816270', '816546', '817221', '817272', '817646', '818069', '818343', '818672', '820211', '821840', '822266', '822517', '824699', '824937', '824970', '825208', '825714', '826914', '827001', '827727', '827830', '829995', '830101', '831861', '831832', '831122', '831151', '831377', '831472', '832057', '832070', '832136', '833979', '834212', '834232', '835375', '835398', '836043']	[0, 1, 2, 3, 4, 5, 6, 7]	[3, 4]
934	['837778', '817272', '817646', '820211', '825714', '832136']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 1, 2, 3, 4]
83905	['837179', '841652', '818672', '829730', '832454', '834212']	[18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]	[26, 27, 28]
52246	['839433', '837974', '838455', '816270', '816545', '817221', '817499', '818731', '819107', '820741', '828489', '833471', '835355']	[13, 14, 15, 16, 17, 18, 19, 20, 21]	[16, 17]
188828	['839392', '839642', '839930', '840006', '841920', '844283', '816651', '818300', '818633', '824524', '831910', '836393']	[49, 50, 51, 52]	[49]
161826	['817646', '820211', '831377', '832136', '833979', '835355']	[34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[39, 40, 42, 43]
413	['837265', '837778', '838151', '838364', '839869', '841652', '842985', '843048', '844264', '816546', '817646', '818069', '818672', '820211', '821840', '822266', '822517', '824699', '824937', '824970', '825208', '826914', '827001', '827830', '829995', '830101', '831832', '831122', '832136', '834212', '835375', '835398', '836043']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[3, 4]
429	['837265', '837778', '838151', '838364', '839869', '841652', '842985', '843048', '844264', '816546', '817272', '817646', '818069', '818672', '820211', '821840', '822266', '822517', '824699', '824937', '825208', '825714', '826914', '827001', '827830', '830101', '831832', '831122', '832057', '832136', '834212', '835375', '835398']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[3, 4]
432	['837265', '837778', '838151', '838364', '839869', '841652', '842985', '843048', '844264', '816546', '817272', '817646', '818069', '818672', '820211', '822266', '822517', '824699', '824937', '825208', '825714', '826914', '827001', '827727', '827830', '830101', '831832', '831122', '832057', '832136', '834212', '835375', '835398']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]	[3, 4]
79588	['841447', '818822', '826914', '829995', '831472', '831528', '832070']	[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[29, 38, 39]
79590	['837265', '838151', '841447', '818822', '826914', '831528', '832247']	[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[34]
128867	['838079', '841447', '841652', '816768', '816936', '818822', '818899', '822055', '825208', '826914', '831528', '832247']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]	[34]
492	['837265', '838151', '838364', '839869', '841652', '844264', '816546', '818069', '818672', '820211', '821840', '824699', '824937', '825208', '826914', '827001', '827830', '830101', '831832', '831122', '832136', '834212', '835375', '835398']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[3, 4]
42325	['837974', '816545', '817221', '818731', '828489']	[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]	[15, 16, 17, 21]
112797	['837265', '841447', '818822', '826914', '829995', '831472', '831528', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[29]
6481	['838364', '842985', '843048', '820176', '820211', '822266', '829730']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[5]
41258	['837974', '816545', '817221', '818731', '819107', '820741', '833471']	[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]	[15, 16, 17, 21]
47015	['837974', '816545', '817221', '818731', '828489', '3770591', '833471']	[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]	[15, 16, 17]
41303	['837974', '816545', '817221', '818731', '820741', '828489', '833471']	[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]	[15, 16, 17, 21]
59780	['837974', '839642', '816545', '818731', '823859', '3770591', '833471']	[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]	[26]
127677	['837974', '817221', '821143', '823859', '828489', '836393']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	[31]
145550	['837974', '816270', '817221', '818599', '823859', '828489', '3770591', '831861', '832057']	[30, 31, 32, 33, 34, 35, 36, 37, 38]	[32]
28103	['837179', '837555', '838151', '840894', '818672', '821840', '824699', '824937', '829730']	[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[10]
129415	['838079', '841447', '841652', '816768', '816936', '818899', '826914', '831528', '832247']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]	[34]
46235	['839433', '837974', '838455', '816545', '817221', '817499', '818731', '819107', '820741', '828489', '3770591', '833471', '835355']	[12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	[15, 16, 17]
85175	['837179', '841652', '818672', '829730', '832454']	[18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]	[26, 27, 28]
60774	['837265', '838151', '839869', '841447', '816936', '818300', '818903', '820775', '822055', '826914', '831122']	[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]	[28]
791	['843048', '816546', '817272', '820211', '822266', '831832', '832136']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]	[0, 1, 2, 3, 4]
855	['838807', '841534', '841558', '843903', '822517', '831472', '832070']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]	[3, 4]
99870	['837265', '838151', '841447', '816936', '818822', '826914', '831528', '832247']	[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[34]
6219	['843048', '816546', '817272', '820211', '822266', '831832', '832136', '834286']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]	[3, 4]
7141	['843596', '817272', '817646', '825714', '830157', '832057']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	[5]
49588	['838151', '839869', '841447', '816936', '818899', '818903', '820775', '831122']	[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]	[28, 33]
52771	['837974', '816270', '816545', '817221', '818731', '819107', '820741', '833471']	[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]	[16, 17, 21]
47727	['837974', '816545', '817221', '818731', '828489', '3770591']	[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]	[15, 16, 17]
1308	['843596', '825714', '831151', '831377', '833979']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]	[0, 1, 2, 3, 4, 5]
135887	['837974', '817221', '818599', '821143', '823859', '828489', '3770591']	[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	[38]
6428	['838364', '842985', '843048', '818672', '820176', '820211', '822266', '829730']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]	[5]
46770	['837974', '816545', '817221', '818731', '820741', '828489', '3770591', '833471']	[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]	[15, 16, 17]
41059	['837974', '816545', '817221', '818731', '819107', '820741', '828489', '833471']	[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]	[15, 16, 17, 21]
243	['839433', '839566', '837265', '837778', '837974', '837996', '838151', '838364', '839869', '841534', '841558', '841652', '841843', '842985', '843048', '843095', '843596', '843810', '843903', '844264', '844343', '816270', '816545', '816546', '817221', '817272', '817499', '817646', '818069', '818343', '818672', '820041', '820211', '821840', '822266', '822517', '824699', '824937', '824970', '825208', '825714', '826914', '827001', '827307', '827727', '827830', '829995', '830101', '831861', '831832', '831122', '831151', '831377', '831472', '832057', '832070', '832136', '833979', '834212', '834232', '835375', '835398', '836043']	[0, 1, 2, 3, 4]	[3]
112774	['837265', '838151', '841447', '816936', '818822', '826914', '831528', '832247', '835375']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[34]
112792	['841447', '816768', '818822', '826914', '829995', '831472', '831528', '832070', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[29, 38, 39]
951	['842985', '844264', '818672', '821840', '824937', '829730', '834212']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[1, 3, 4]
129552	['837265', '838079', '838151', '841652', '816546', '816936', '818903', '825208', '826914', '831528', '832247', '835375']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]	[34]
126685	['838079', '841468', '824970', '829995', '831472', '831528', '832070', '835431']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]	[31]
49481	['838151', '839869', '841447', '816936', '818899', '818903', '820775', '826914', '831122']	[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]	[28, 33]
1212	['841652', '824699', '824937', '825208', '827001', '829730', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	[3, 4]
56143	['841447', '818822', '818899', '826914', '829995', '831528']	[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[29, 38, 39, 40]
1957	['824699', '824937', '825208', '827001', '829730', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53]	[0, 1, 3, 4]
40946	['837974', '816545', '817221', '818731', '819107', '820741', '828489', '833471', '835355']	[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]	[15, 16, 17]
99486	['824937', '827001', '832247', '832454', '835375']	[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]	[33]
170879	['841920', '843747', '814643', '818316', '829966']	[37, 38, 39, 40, 41, 42, 43, 44, 45, 46]	[37, 38, 39, 44]
188043	['839392', '837040', '841920', '816651', '818300', '824524']	[47, 48, 49, 50, 51, 52, 53]	[48, 49]
109894	['838672', '841468', '824970', '829995', '830101', '831472', '831528', '832070']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]	[29]
116258	['841468', '816768', '824970', '829995', '830101', '831472', '831528', '832070']	[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]	[29]
129493	['837265', '838079', '838151', '841447', '841652', '816546', '816936', '818903', '825208', '826914', '831528', '832247', '835375']	[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]	[34]
31807	['837265', '838151', '839869', '841447', '816936', '818300', '820775', '822055', '826914', '831122', '832247']	[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]	[28]
1113	['837265', '838151', '841652', '821840', '824699', '824937', '827001', '831122', '832247', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	[3, 4]
1120	['837265', '838151', '841652', '824699', '824937', '825208', '827001', '831122', '832247', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	[3, 4]
111232	['841447', '816768', '818822', '818899', '818903', '824970', '826914', '827001', '829995', '831122', '831472', '831528', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	[29]
112724	['841447', '818899', '818903', '824970', '826914', '827001', '829995', '831122', '831472', '831528']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]	[29]
112754	['837265', '841447', '818899', '818903', '826914', '827001', '829995', '831122', '831472', '831528']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]	[29]
7135	['844010', '817272', '817646', '818633', '825714', '830157', '832057']	[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	[5]
1297	['843596', '817646', '825714', '831151', '831377', '833979']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]	[0, 1, 2, 3, 4, 5]
121425	['838672', '841468', '816768', '824970', '829995', '830101', '831472', '831528', '832070']	[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]	[29]
112373	['841447', '818899', '818903', '824970', '826914', '827001', '829995', '831122', '831472', '831528', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]	[29]
487	['837265', '838151', '838364', '839869', '841652', '842985', '844264', '816546', '818069', '818672', '820211', '821840', '824699', '824937', '825208', '826914', '827001', '827830', '829730', '831832', '831122', '832136', '832247', '834212', '835375']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[3, 4]
526	['838151', '839869', '843903', '824699', '824970', '825208', '826914', '827830', '829995', '830101', '831122', '831472', '832070', '835375', '835398']	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[3, 4]
62208	['837265', '838151', '839869', '841447', '816936', '818899', '818903', '820775', '822055', '831122']	[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]	[28, 33]
111502	['841447', '818822', '818899', '818903', '824970', '826914', '827001', '829995', '830101', '831122', '831472', '831528', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]	[29]
111512	['837265', '841447', '818822', '818899', '818903', '822055', '826914', '827001', '829995', '831122', '831472', '831528', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]	[29]
271	['839433', '837265', '837778', '837974', '838151', '838364', '839869', '841534', '841558', '841652', '841843', '842985', '843048', '843596', '843810', '843903', '844264', '844343', '816270', '816546', '817221', '817272', '817646', '818069', '818343', '818672', '820211', '821840', '822266', '822517', '824699', '824937', '824970', '825208', '825714', '826914', '827001', '827307', '827727', '827830', '829995', '830101', '831861', '831832', '831122', '831151', '831377', '831472', '832057', '832070', '832136', '833979', '834212', '834232', '835375', '835398', '836043']	[0, 1, 2, 3, 4, 5, 6]	[3, 4]
276	['839433', '837265', '837778', '837974', '838151', '838364', '839869', '841534', '841558', '841652', '841843', '842985', '843048', '843596', '843810', '843903', '844264', '844343', '816270', '816546', '817221', '817272', '817499', '817646', '818069', '818343', '818672', '820211', '821840', '822266', '822517', '824699', '824937', '824970', '825208', '825714', '826914', '827001', '827307', '827727', '827830', '829995', '830101', '831861', '831832', '831122', '831151', '831377', '832057', '832070', '832136', '833979', '834212', '834232', '835375', '835398', '836043']	[0, 1, 2, 3, 4, 5, 6]	[3, 4]
111108	['841447', '816768', '818822', '818899', '818903', '824970', '826914', '827001', '829995', '830101', '831122', '831472', '831528', '832247']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]	[29]
112540	['837265', '841447', '818899', '818903', '822055', '826914', '827001', '829995', '831122', '831472', '831528']	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]	[29]
342	['837265', '837778', '838151', '838364', '839869', '841652', '842985', '843048', '843903', '844264', '816546', '817646', '818069', '818672', '820211', '821840', '822266', '822517', '824699', '824937', '824970', '825208', '826914', '827001', '827830', '829995', '830101', '831832', '831122', '832136', '834212', '835375', '835398', '836043']	[0, 1, 2, 3, 4, 5, 6, 7, 8]	[3, 4]
345	['837265', '837778', '838151', '838364', '839869', '841652', '842985', '843048', '843903', '844264', '816546', '817272', '817646', '818069', '818672', '820211', '821840', '822266', '822517', '824699', '824937', '825208', '825714', '826914', '827001', '827830', '830101', '831832', '831122', '832057', '832136', '834212', '835375', '835398']	[0, 1, 2, 3, 4, 5, 6, 7, 8]	[3, 4]
